0.9500000000  -52.164907617316  2.4107351012795E-14
0.9501000000  -55.388448572325  -1.2611080606405E-13
0.9502000000  -58.813703086524  8.7733333295625E-14
0.9503000000  -62.461348140690  2.3100206066172E-14
0.9504000000  -66.354978666655  2.6414819324714E-13
0.9505000000  -70.521641828465  1.8097802349447E-13
0.9506000000  -74.992492310888  -5.9985279821225E-14
0.9507000000  -79.803603833636  2.0747031562180E-13
0.9508000000  -84.996979418760  -2.4535426735708E-14
0.9509000000  -90.621822215828  1.3645777241231E-13
0.9510000000  -96.736149868170  -5.4002558523482E-14
0.9511000000  -103.40885825819  -2.4212749227029E-14
0.9512000000  -110.72239866205  1.4349373146060E-13
0.9513000000  -118.77630273717  7.9223506028630E-14
0.9514000000  -127.69182249187  -1.2257272853806E-13
0.9515000000  -137.61814658526  1.2735127580163E-13
0.9516000000  -148.74104742656  -3.0272490811393E-13
0.9517000000  -161.29477738590  6.3011576082966E-15
0.9518000000  -175.57898953067  -2.3316352723344E-13
0.9519000000  -191.98326896692  -1.0057558522526E-13
0.9520000000  -211.02361846716  -1.5781129410251E-13
0.9521000000  -233.39825923531  -8.2181616167134E-14
0.9522000000  -260.07584989107  -7.1953070139431E-14
0.9523000000  -292.44047247511  -2.7527953943095E-13
0.9524000000  -332.54106963517  5.3624446744235E-14
0.9525000000  -383.54515754983  -2.1695065976241E-13
0.9526000000  -450.62279685617  -2.2235704173031E-13
0.9527000000  -542.82623111060  8.2635036407057E-14
0.9528000000  -677.57591401510  -6.0840550494982E-14
0.9529000000  -893.23689753048  -3.3674111228064E-13
0.9530000000  -1294.1229991921  -1.0276193628583E-13
0.9531000000  -2298.9928734742  4.5423886883581E-13
0.9532000000  -9449.6775129052  -7.2688509498646E-13
0.9533000000  4648.0581424074  -2.8084954335229E-13
0.9534000000  1892.7811860499  -3.9398653739961E-14
0.9535000000  1198.9178971289  2.4149143300055E-13
0.9536000000  882.78412220964  -1.5257469976067E-13
0.9537000000  701.88494925335  3.9573531745089E-13
