2.00 1.9799964D+05
2.25 90640.02727163
2.50 43225.37303235
2.75 20547.88709603
3.00 9288.02434245
3.05 7837.54301732
3.10 6580.15506242
3.15 5492.11226410
3.20 4552.56507964
3.25 3743.35733627
3.30 3047.88917788
3.35 2451.86583520
3.40 1942.67831818
3.45 1509.10434474
3.50 1141.24776336
3.55 830.39783027
3.60 568.89977833
3.65 350.02829479
3.70 167.88045523
3.75 17.27930434
3.80 -106.30948285
3.85 -206.92049707
3.90 -287.85586946
3.95 -352.19632481
4.00 -402.54362958
4.05 -441.15919759
4.10 -469.94791958
4.15 -490.58611982
4.20 -504.50695489
4.25 -512.89539086
4.30 -516.68380726
4.35 -516.82719280
4.40 -513.99438306
4.45 -509.02456160
4.50 -502.04352721
4.55 -493.56653378
4.60 -483.71696449
4.65 -473.26009609
4.70 -462.31359796
4.75 -450.79522202
4.80 -438.98227548
4.85 -426.99163477
4.90 -414.91615316
4.95 -402.82930153
5.00 -390.75343610
5.05 -378.84111120
5.10 -367.03684465
5.15 -355.37257765
5.20 -343.88435990
5.25 -332.58976420
5.30 -321.38852499
5.35 -310.51789236
5.40 -299.75084405
5.45 -289.33554010
5.50 -279.15575471
5.55 -269.21518526
5.60 -259.51621969
5.65 -250.06107241
5.70 -240.85114034
5.75 -231.88692394
5.80 -223.16887413
5.85 -214.69638924
5.90 -206.46892934
5.95 -198.48552120
6.00 -190.74498255
6.10 -175.98097501
6.20 -162.15823612
6.30 -149.25198437
6.40 -137.23323453
6.50 -126.06903553
6.60 -115.72398533
6.70 -106.15258578
6.80 -97.32607073
6.90 -89.19630516
7.00 -81.72138426
7.10 -74.85785207
7.20 -68.56342472
7.30 -62.79704151
7.40 -57.51907384
7.50 -52.69187727
7.60 -48.27907547
7.70 -44.24778103
7.80 -40.56614480
7.90 -37.20496900
8.00 -34.13651036
8.10 -31.33668172
8.20 -28.78087776
8.30 -26.44901137
8.40 -24.32032984
8.50 -22.37734947
8.60 -20.60329115
8.70 -18.98239591
8.80 -17.50189851
8.90 -16.14873642
9.00 -14.91117798
9.10 -13.77880284
9.20 -12.74261335
9.30 -11.79303050
9.40 -10.92270977
9.50 -10.12481863
