2.00 6.2786866D+07
2.50 7.5127868D+06
3.00 6.5611995D+06
3.05 4.6950082D+06
3.15 2.4796992D+06
3.20 1.8240443D+06
3.25 1.3558105D+06
3.30 1.0197269D+06
3.35 7.7642771D+05
3.40 5.9826315D+05
3.45 4.6606596D+05
3.50 3.6663374D+05
3.55 2.9086008D+05
3.60 2.3241101D+05
3.65 1.8683107D+05
3.70 1.5094677D+05
3.75 1.2246721D+05
3.80 99716.49520780
3.85 81445.64154150
3.90 66708.45309298
3.95 54774.84458406
4.00 45077.42958678
4.05 37170.98678682
4.10 30704.48461354
4.15 25399.96602250
4.20 21036.48998941
4.25 17437.67436499
4.30 14462.18727486
4.35 11996.34191201
4.40 9948.45362961
4.45 8244.35979831
4.50 6823.91762985
4.55 5638.21499454
4.60 4647.34189640
4.65 3818.45822223
4.70 3125.02225495
4.75 2544.71463650
4.80 2059.33119516
4.85 1653.36321834
4.90 1314.26015152
4.95 1031.42208506
5.00 795.97025476
5.05 600.44970901
5.10 438.58595907
5.15 305.08845329
5.20 195.48837728
5.25 106.00586302
5.30 33.44128160
5.35 -24.91755193
5.40 -71.36975538
5.45 -107.86452901
5.50 -136.05537897
5.55 -157.34215333
5.60 -172.91145952
5.65 -183.76641065
5.70 -190.75453270
5.75 -194.59041320
5.80 -195.87554816
5.85 -195.11434733
5.90 -192.72937734
5.95 -189.07362316
6.00 -184.44154309
6.10 -173.17982791
6.20 -160.41102450
6.30 -147.15662400
6.40 -134.04743125
6.50 -121.50083042
6.60 -109.72202616
6.70 -98.84457354
6.80 -88.90901973
6.90 -79.90650652
7.00 -71.79697882
7.10 -64.52200887
7.20 -58.01470939
7.30 -52.20511686
7.40 -47.02466227
7.50 -42.40791162
7.60 -38.29378571
7.70 -34.62716591
7.80 -31.35685916
7.90 -28.43838649
8.00 -25.83135203
8.10 -23.49919561
8.20 -21.41097267
8.30 -19.53698877
8.40 -17.85428234
8.50 -16.34045556
8.60 -14.97605644
8.70 -13.73970556
8.80 -12.62606662
8.90 -11.61800412
9.00 -10.70343013
9.10 -9.87318803
9.20 -9.11790884
9.30 -8.42975447
9.40 -7.80248130
9.50 -7.22936406
