2.25 3.4152869D+06
2.50 2.2961309D+06
2.75 6.4123397D+07
3.00 2.0134192D+06
3.05 1.3458670D+06
3.10 9.4610484D+05
3.15 6.9399075D+05
3.20 5.2727734D+05
3.25 4.1193914D+05
3.30 3.2869226D+05
3.35 2.6633234D+05
3.40 2.1819038D+05
3.45 1.8016677D+05
3.50 1.4963384D+05
3.55 1.2482705D+05
3.60 1.0450489D+05
3.65 87756.30064498
3.70 73889.73548928
3.75 62367.76708160
3.80 52764.43307052
3.85 44739.21523286
3.90 38015.94206333
3.95 32369.42257723
4.00 27615.85538217
4.05 23604.38270986
4.10 20210.93808741
4.15 17333.51112530
4.20 14887.69952127
4.25 12803.33717655
4.30 11022.73040254
4.35 9497.92172506
4.40 8189.07298647
4.45 7063.05599195
4.50 6092.26792784
4.55 5253.66146986
4.60 4527.94841038
4.65 3898.94326471
4.70 3353.02915569
4.75 2878.54469239
4.80 2466.07978325
4.85 2107.18764252
4.90 1794.81290404
4.95 1522.92362096
5.00 1286.29857357
5.05 1080.46708772
5.10 901.55060618
5.15 746.18281380
5.20 611.43419431
5.25 494.74909739
5.30 393.89418950
5.35 306.91395679
5.40 232.09386471
5.45 167.92878307
5.50 113.09598336
5.55 66.56205690
5.60 27.08184403
5.65 -6.15124045
5.70 -33.98180522
5.75 -57.06631257
5.80 -76.02354199
5.85 -91.39837472
5.90 -103.67109143
5.95 -113.26548541
6.00 -120.55410375
6.10 -129.52106563
6.20 -132.67863427
6.30 -131.73138224
6.40 -127.95293217
6.50 -122.45301515
6.60 -115.65577254
6.70 -108.09510929
6.80 -100.43741912
6.90 -92.81135162
7.00 -85.40119702
7.10 -78.32886244
7.20 -71.66744779
7.30 -65.45543586
7.40 -59.70990900
7.50 -54.42662165
7.60 -49.59116628
7.70 -45.18190384
7.80 -41.17235039
7.90 -37.53383794
8.00 -34.24154161
8.10 -31.25238243
8.20 -28.55248249
8.30 -26.11069450
8.40 -23.90219847
8.50 -21.90449800
8.60 -20.09634832
8.70 -18.45944292
8.80 -16.97541855
8.90 -15.62973601
9.00 -14.40797398
9.10 -13.29791040
9.20 -12.28791285
9.30 -11.36772787
9.40 -10.52848679
9.50 -9.76188883
