2.00 53180.94400724
2.25 31977.19666227
2.50 19159.32506517
2.75 10482.31641419
3.00 4754.43122839
3.05 3902.08448813
3.10 3134.99420053
3.15 2447.73959015
3.20 1834.93148685
3.25 1291.24105049
3.30 811.45717567
3.35 390.51894568
3.40 23.54803389
3.45 -294.11877212
3.50 -566.92118077
3.55 -799.05406262
3.60 -994.46881652
3.65 -1156.86454534
3.70 -1289.69432819
3.75 -1396.16853472
3.80 -1479.25587793
3.85 -1541.69347526
3.90 -1585.99805801
3.95 -1614.46922354
4.00 -1629.20318987
4.05 -1632.10198932
4.10 -1624.88378155
4.15 -1609.09427475
4.20 -1586.11877724
4.25 -1557.19181923
4.30 -1523.40821325
4.35 -1485.73528205
4.40 -1445.02266068
4.45 -1402.01248034
4.50 -1357.34937597
4.55 -1311.59017910
4.60 -1265.21185882
4.65 -1218.62270427
4.70 -1172.15907794
4.75 -1126.11593579
4.80 -1080.72379692
4.85 -1036.18032522
4.90 -992.63942356
4.95 -950.22358528
5.00 -909.02636727
5.05 -869.11609534
5.10 -830.54091561
5.15 -793.33051949
5.20 -757.49956090
5.25 -723.05042867
5.30 -689.97457681
5.35 -658.25503264
5.40 -627.86847582
5.45 -598.78571151
5.50 -570.97286091
5.55 -544.39375288
5.60 -519.00929982
5.65 -494.77893280
5.70 -471.66125841
5.75 -449.61418569
5.80 -428.59574820
5.85 -408.56416491
5.90 -389.47827800
5.95 -371.29770413
6.00 -353.98268927
6.10 -321.79752189
6.20 -292.63185792
6.30 -266.20447027
6.40 -242.27013223
6.50 -220.59378614
6.60 -200.96290063
6.70 -183.18336740
6.80 -167.07870073
6.90 -152.48880977
7.00 -139.26851879
7.10 -127.28573201
7.20 -116.42184232
7.30 -106.56838725
7.40 -97.62795483
7.50 -89.51210212
7.60 -82.14090822
7.70 -75.44216429
7.80 -69.35076967
7.90 -63.80776810
8.00 -58.76022775
8.10 -54.16012735
8.20 -49.96491486
8.30 -46.13570958
8.40 -42.63781310
8.50 -39.43998272
8.60 -36.51387083
8.70 -33.83399114
8.80 -31.37811817
8.90 -29.12526192
9.00 -27.05681053
9.10 -25.15636396
9.20 -23.40909193
9.30 -21.80070023
9.40 -20.31930615
9.50 -18.95365492
